"name","sku","product_code","image","description","model","brand","manufacture_number","category","price","old_price","currency","price_display","rating","review_count","colors_type","size_wise_price","color_wise_price","page_url"
"Big and Tall Essentials by DXL Men's Relaxed-Fit Jeans, Black, 44W x 28L","1825753719","720594572638","https://i5.walmartimages.com/asr/9dbb68ee-8e67-4148-8cf5-20c45759980a.604ceb4c14aff39410e5bd40e33a7c0e.jpeg","Big and Tall Essentials by DXL Men's Relaxed-Fit Jeans, Black, 44W x 28L - Denim done right, with a proportioned fit and a touch of stretch for added comfort and flexibility. These jeans are made from soft, breathable cotton in a Relaxed Fit that sits at the waist, with a more tailored rise and leg. 99% cotton/1% spandex. Features include Relaxed Fit, belt loops, 5-pocket style and zip fly with button closure. Machine wash. Imported.DXL Men's Apparel - Offering exclusive sizes for big and tall, king-size, athletic-build men. Plus sizes for shorter men who need that extra bit around the waist","P1483 BLAC 44 28","Big and Tall Essentials by DXL","2380273","Clothing, Mens Clothing, Mens Jeans, Mens Jeans","32","","USD","$32.00","4","2","Black, Dark Rinse, Dark Wash, Light Wash, Medium Wash","44W X 28L: $32.00, 44W X 30L: $35.00, 44W X 32L: $32.00, 44W X 34L: $32.00, 44W x 28L: $32.00, 44W x 30L: $35.00, 44W x 32L: $35.00, 44W x 34L: $32.00, 46W X 28L: $35.00, 46W X 30L: $35.00, 46W X 32L: $32.00, 46W X 34L: $35.00, 46W x 28L: $35.00, 46W x 30L: $35.00, 46W x 32L: $35.00, 46W x 34L: $35.00, 48W X 28L: $32.00, 48W X 30L: $35.00, 48W X 32L: $32.00, 48W X 34L: $32.00, 48W x 28L: $32.00, 48W x 30L: $35.00, 48W x 32L: $35.00, 48W x 34L: $35.00, 50W X 28L: $32.00, 50W X 30L: $32.00, 50W X 32L: $32.00, 50W X 34L: $32.00, 50W x 28L: $32.00, 50W x 30L: $32.00, 50W x 32L: $35.00, 50W x 34L: $35.00, 52W X 28L: $32.00, 52W X 30L: $35.00, 52W X 32L: $35.00, 52W X 34L: $35.00, 52W x 28L: $32.00, 52W x 30L: $35.00, 52W x 32L: $35.00, 52W x 34L: $32.00, 54W X 28L: $35.00, 54W X 30L: $32.00, 54W X 32L: $35.00, 54W X 34L: $35.00, 54W x 28L: $32.00, 54W x 30L: $35.00, 54W x 32L: $32.00, 54W x 34L: $35.00, 56W X 28L: $35.00, 56W X 30L: $32.00, 56W X 32L: $32.00, 56W X 34L: $35.00, 56W x 28L: $35.00, 56W x 30L: $35.00, 56W x 32L: $35.00, 56W x 34L: $32.00, 58W X 28L: $32.00, 58W X 30L: $35.00, 58W X 32L: $35.00, 58W X 34L: $35.00, 58W x 28L: $32.00, 58W x 30L: $32.00, 58W x 32L: $32.00, 58W x 34L: $35.00, 60W X 28L: $32.00, 60W X 30L: $32.00, 60W X 32L: $32.00, 60W X 34L: $32.00, 60W x 28L: $32.00, 60W x 30L: $32.00, 60W x 32L: $35.00, 60W x 34L: $35.00",": Black: $32.00, Dark Rinse: $35.00, Dark Wash: $35.00, Light Wash: $32.00, Medium Wash: $32.00","https://www.walmart.com/ip/Big-and-Tall-Essentials-by-DXL-Men-s-Relaxed-Fit-Jeans-Black-44W-x-28L/1825753719"
"Chaps Men's Fine Gauge Cotton Sweater Vest- Sizes XS up to 4XB","1266100591","195900292539","https://i5.walmartimages.com/asr/e0af8ca0-26e4-4382-8e7a-cc1def160ea4.f93a4acacaa20fbe5802a88ab4ee0f21.jpeg","This versatile cotton sweater vest is the perfect layering piece to help you transition between seasons. Style it over a button down or under a jacket with everything from slacks to jeans","","Chaps","CM32SE103RAF - S","Clothing, Mens Clothing, Mens Sweaters, Mens Sweaters","19.98","","USD","$19.98","","9","Chaps Red, Charcoal Heather, Newport Navy, Oatmeal Heather, Rain Forest","XS: $19.98, S: $19.98, M: $19.98, L: $19.98, XL: $19.98, 2XL: $19.98","Chaps Red: $19.98, Charcoal Heather: $19.98, Newport Navy: $19.98, Oatmeal Heather: $19.98, : Rain Forest: $19.98","https://www.walmart.com/ip/Chaps-Men-s-Fine-Gauge-Cotton-Sweater-Vest-Sizes-XS-up-to-4XB/1266100591"
"Chaps Men's Cotton Shawl Collar Twist Sweater -Sizes XS up to 4XB","1686314589","195900353315","https://i5.walmartimages.com/asr/9cc881fa-99dd-4a0b-8503-e2805b6a3834.53b7288abf9afcb30035708f0196e8a8.jpeg","The Chaps Men's Cotton Shawl Collar Twist Sweater with soft contstruction delivers constant comfort and superior style.","","Chaps","CM32SE105ART - L","Clothing, Mens Clothing, Mens Sweaters, Mens Sweaters","24.98","","USD","$24.98","4.6","15","Arctic Twist, Burgundy Twist Multi, Charcoal Twist, Navy Twist, Pacific Twist","XS: $24.98, S: $24.98, M: $24.98, L: $24.98, LT: $24.98, XL: $24.98, XLT: $24.98, 2XL: $24.98, 2XLT: $24.98, 3XLT: $24.98, 2XB: $24.98, 3XB: $24.98, 4XB: $24.98",": Arctic Twist: $24.98, Burgundy Twist Multi: $24.98, Charcoal Twist: $24.98, Navy Twist: $24.98, Pacific Twist: $24.98","https://www.walmart.com/ip/Chaps-Men-s-Cotton-Shawl-Collar-Twist-Sweater-Sizes-XS-up-to-4XB/1686314589"
"No Boundaries Men's and Big Men's Fleece Hoodie, Sizes up to 5XL","1596890384","196498111776","https://i5.walmartimages.com/asr/4481ed62-c826-4b49-9b6c-554b02f56bf0.91b2ab80004a3aa0dcb55d9e3fa05500.jpeg","Nice hoodie! This Men’s Fleece Hoodie from No Boundaries, a wardrobe staple that’s here to stay, is crafted in comfortable fabric with a classic pullover design. A front kangaroo pocket adds convenience so you can carry your essentials anywhere and features an oversized silhouette for added comfort with your casual style. Men's Fleece Hoodie from No Boundaries Exclusively at Walmart. Available up to size 5XL. Coordinating jogger pant sold separately.","FL4901","No Boundaries","T077492","Clothing, Mens Clothing, Mens Sweatshirts and Hoodies, Mens Hoodies","21.55","","USD","$21.55","","5","Black Soot, Burgundy Wine, Charcoal Sky Check, Coffee Cake, Corsair Colorblock, Green Goddess, Green Goddess Paisley, Green Midnight, Lemon Grass, Light Birch, Light Birch Colorblock, Light Birch Splatter, Saturn Rust, Vivid White","XS: $21.55, S: $21.55, M: $21.55, L: $21.55, XL: $21.55, 2XL: $21.55, 3XL: $21.55, 4XL: $21.55, 5XL: $21.55","Black Soot, Burgundy Wine, Charcoal Sky Check: $21.55, Coffee Cake, Corsair Colorblock, Green Goddess: $21.55, Green Goddess Paisley: $21.55, Green Midnight, : Lemon Grass: $21.55","https://www.walmart.com/ip/No-Boundaries-Men-s-and-Big-Men-s-Fleece-Hoodie-Sizes-up-to-5XL/1596890384"
"Squid Game Men's & Big Men's Challenges Graphic T-Shirts, 2-Pack","279289010","195566519735","https://i5.walmartimages.com/asr/a78ab634-89e1-4e60-8442-2e354af1e004.20d48c817b3c1bbe871cb0e4dd32c0a8.jpeg","Wear what you watch and celebrate your inner fandom with these Men's Graphic T-Shirts inspired by your favorite Netflix show—Squid Game! Perfect for cool-casual occasions with its super-soft, tag-free design, these men’s tees feature front graphic prints and can be easily paired with your favorite jeans, joggers or shorts.","","Netflix","","Clothing, Mens Clothing, Mens Activewear, Mens Workout Shirts","12.5","$15.76","USD","$12.50","4.7","10","Black & Charcoal Heather","S: $12.50, M: $12.50, L: $12.50, XL: $12.50, 2XL: $12.50",": Black & Charcoal Heather: $12.50","https://www.walmart.com/ip/Squid-Game-Men-s-Big-Men-s-Challenges-Graphic-T-Shirts-2-Pack/279289010"
"Free Assembly Men's Stripe French Terry Sweatshirt","356065571","889424148488","https://i5.walmartimages.com/asr/29c1aa57-535d-44c9-b8a8-1549c301ea18.8534ffa59f578fc73e5b41934115fc1d.jpeg","Free Assembly proves that comfort is cool—always. This Fleece Pullover Sweatshirt finished in soft French terrycloth is updated with bold color and a stripe design. This seasonless essential is perfect for cool summer nights and features ribbed panels for easy moves. Exclusively at Walmart.","","Free Assembly","","Clothing, Fashion Brands, Free Assembly, Men's Shop All Free Assembly, Men's Sweatshirts & Sweaters Free Assembly","26","","USD","$26.00","","0","Emberglow stripe, Insignia blue, Nouvean navy stripe","XS: $26.00, S: $26.00, M: $26.00, L: $26.00, XL: $26.00, 2XL: $26.00, 3XL: $26.00","Emberglow stripe: $26.00, Insignia blue: $26.00, : Nouvean navy stripe: $26.00","https://www.walmart.com/ip/Free-Assembly-Men-s-Stripe-French-Terry-Sweatshirt/356065571"
"Santa Donâ€™t Stop Believing Christmas Men's Graphic T-Shirt, Black, Small","454751718","372618319950","https://i5.walmartimages.com/asr/3fa86718-e67f-4217-9e66-f4aad11480c2.994bb8fbfff59335758b70917631a478.jpeg","The Wild Bobby brand offers a variety of products that are suitable for any time. Choose from multiple shirts, materials, fabrics and designs, these shirts are comfortable and long lasting. We are dedicated to creating novelty shirts that come in a variety of themes and colors, while providing comfort in the quality of our products. Recommended care for shirts is to wash in cold water inside out.","","Wild Bobby","XWBMAA23415BKS","Clothing, Mens Clothing, Mens Shirts, Mens T-Shirts","16.99","$19.99","USD","$16.99","","0","Black, Charcoal, Forest Green, Fuschia, Gold, Heather Black, Heather Grey, Kelly, Light Blue, Light Pink, Light Turquoise, Maroon, Military Green, Navy, Neon Pink, Orange, Purple, Red, Royal, Safety Green, Vintage Heather Blue, Vintage Heather Navy, Vintage Heather Red, White","S: $19.99, M: $16.99, L: $21.99, XL: $16.99, 2XL: $16.99, 3XL: $16.99, 4XL: $16.99, 5XL: $21.99",": Black: $16.99, Charcoal: $16.99, Forest Green: $16.99, Fuschia: $16.99, Gold: $16.99, Heather Black: $16.99, Heather Grey: $16.99, Kelly: $16.99, Light Blue: $16.99","https://www.walmart.com/ip/Santa-Don-t-Stop-Believing-Christmas-Men-s-Graphic-T-Shirt-Black-Small/454751718"
"The Simpsons Adult Men's Homer Signature Phrases Sleep Pants, Sizes S-XL, Mens Pajamas","978281325","191685589284","https://i5.walmartimages.com/asr/fdb043b1-2867-41b5-81d5-481ccf74d2af.3d5719416b7924e01cd6d33187b4c457.jpeg","The Simpsons television show is the longest-running cartoon ever and has amassed a massive following over the 3+ decades it has been on tv. With an enormous ensemble of characters like Krusty the Clown, Sideshow Bob, Mr. Burns, Apu, Moe, Ne Flanders, Milhouse, and so many more, what's not to love! These pants feature one of the show's classic characters, Homer Simpson, surrounded by his catchphrases like "" D'oh"", ""Mmmmmm"", and ""Oooooo"".  The pants have a drawstring waist and two hand-deep pockets. The pants themselves are made of a soft 92% polyester and 8% spandex fabric blend.","HOMER3822","Mad Engine","HOMER3822","Clothing, Mens Clothing, Mens Pajamas and Robes, Mens Pajamas and Robes","9.2","$16.95","USD","$9.20","","45","Yellow","S: $12.00, M: $32.99, L: $16.95, XL: $12.00",": Yellow: $9.20","https://www.walmart.com/ip/The-Simpsons-Adult-Men-s-Homer-Signature-Phrases-Sleep-Pants-Sizes-S-XL-Mens-Pajamas/978281325"
"3-Pack Mens Slim Fit Fleece Jogger Sweatpants (S-2XL)","1808099228","786935491198","https://i5.walmartimages.com/asr/03c9d53c-1508-4c84-a07d-0e87eeb282ba_1.deee547d1a76fc3ea3e05bc75c1b7686.jpeg","3-Pack Classic Fleece Jogger Sweatpants Modern-Fit Design Elastic Waistband Outer Adjustable Drawstring Ribbed Cuffs & Ribbed Waistband 2-Side Pockets Imported Materials: 60% Cotton, 40% Polyester Care Instructions: Machine Wash Cold","WM/MFP-500NOR/XL","Galaxy by Harvic","WM/MFP-500NOR/XL","Clothing, Mens Clothing, Mens Pajamas and Robes, Mens Loungewear","32.87","$49.99","USD","$32.87","","103","Black & Burgundy & Woodland (Regular Fleece), Black & Burgundy & Woodland (Zipper Fleece), Black & Charcoal & Heather Grey (Regular Fleece), Black & Charcoal & Heather Grey (Zipper Fleece), Black & Charcoal & Royal (Regular Fleece), Black & Navy & Burgundy (Zipper Fleece), Black & Navy & Charcoal (Zipper Fleece), Black & Navy & Heather Grey (Zipper Fleece), Black & Olive & Burgundy (Regular Fleece), Charcoal & Black & Heather Grey (Zipper Fleece), Navy & Charcoal & Black (Regular Fleece), Navy & Charcoal & Heather Grey (Regular Fleece), Navy & Charcoal & Olive (Zipper Fleece), Navy & Heather Grey & Black (Regular Fleece), Navy & Olive & Red (Regular Fleece), Navy & Olive & Red (Zipper Fleece), Red & Olive & Navy (Regular Fleece)","S: $32.87, M: $32.87, L: $34.87, XL: $34.87, 2XL: $34.87","Black & Burgundy & Woodland (Regular Fleece): $32.87, Black & Burgundy & Woodland (Zipper Fleece): $34.87, Black & Charcoal & Heather Grey (Regular Fleece): $32.87, Black & Charcoal & Heather Grey (Zipper Fleece): $34.87, Black & Charcoal & Royal (Regular Fleece): $32.87, Black & Navy & Burgundy (Zipper Fleece): $34.87, Black & Navy & Charcoal (Zipper Fleece): $32.87, Black & Navy & Heather Grey (Zipper Fleece): $32.87, Black & Olive & Burgundy (Regular Fleece): $32.87","https://www.walmart.com/ip/3-Pack-Mens-Slim-Fit-Fleece-Jogger-Sweatpants-S-2XL/1808099228"
"G-Style USA Men's Heavyweight Zip-Up Hoodie Sweatshirt, Sizes Up to 2X","159849482","461598494822","https://i5.walmartimages.com/asr/2a0fd254-bd43-482a-8485-c98a648dbb17.234e0a618fdd18b2dcaa01a69b09c628.jpeg","A classic zip-up heavyweight hoodie that is essential in every person's wardrobe. G-Style USA Men's Heavyweight Sweatshirt Zip-Up Hoodie is made of cotton/poly blend fabric that is very comfortable and soft inside and out while feeling durable. A well made pre-shrunk 10 oz. ringspun heavy hoodie, will keep you warm throughout the day and night. Features a hoodie drawstring, side welt pockets, and rib knit cuffs and hem. Perfect for daily wear, active wear, going to events and parties, or lounging at home.","","G-Style USA","","Clothing, Mens Clothing, Mens Sweatshirts and Hoodies, Mens Zip-up Sweatshirts and Hoodies","34.95","","USD","$34.95","4.4","13","Black, Charcoal, Cranberry, Denim Blue, Dual Stripe Black/Charcoal, Dual Stripe Black/Red, Dual Stripe Charcoal/Black, Dual Stripe Heather Gray/Black, Dual Stripe Heather Gray/Royal Caviar, Dual Stripe Oatmeal/Black, Fuschia, Gray, Heather Burgundy, Heather Coral, Heather Denim, Heather Olive, Heather Purple, Light Pink, Navy, Oatmeal, Red, Turquoise","S: $34.95, M: $34.95, L: $34.95, 1X: $34.95, 2X: $34.95",": Black: $34.95, Charcoal: $34.95, Cranberry: $34.95, Denim Blue: $26.95, Dual Stripe Black/Charcoal: $26.95, Dual Stripe Black/Red: $26.95, Dual Stripe Charcoal/Black: $26.95, Dual Stripe Heather Gray/Black: $26.95, Dual Stripe Heather Gray/Royal Caviar: $26.95","https://www.walmart.com/ip/G-Style-USA-Men-s-Heavyweight-Zip-Up-Hoodie-Sweatshirt-Sizes-Up-to-2X/159849482"
"TMNT Teenage Mutant Ninja Turtles, Four Turtles Leap Adult T Shirt","2952230053","","https://i5.walmartimages.com/asr/e0c4defe-c7cf-49c7-8f97-17ae050b5e55.4b8de2e73c1b7cb47372c0c36034fb1e.jpeg","TMNT, Four Turtles Leap Adult T Shirt","","Teenage Mutant Ninja Turtles","","Clothing, Mens Clothing, Mens Shirts, Mens T-Shirts","22.99","","USD","$22.99","","0","S, M, L, XL, 2XL, 3XL, 4XL, 5XL","","S: $19.99, M: $19.99, L: $19.99, XL: $19.99, 2XL: $21.99, : 3XL: $22.99, 4XL: $24.99, 5XL: $26.99","https://www.walmart.com/ip/TMNT-Teenage-Mutant-Ninja-Turtles-Four-Turtles-Leap-Adult-T-Shirt/2952230053"
"Ma Croix Mens Super Max Heavyweight T Shirts Crew Neck Solid Plain Cotton Tee S-5XL Big and Tall","270309838","645348151948","https://i5.walmartimages.com/asr/1356d893-4802-45a3-ac45-993473794bdb_1.c65484d0f31b2e25d1e86c1f5afef2ca.jpeg","The simple crew neck shirts are here! Stylish, comfortable, and affordable! All that you could ask for in a shirt wrapped into one. Suitable for casual wear and sportswear. These shirts will put a stylish edge into your versatile leisurewear wardrobe.","","Ma Croix","","Clothing, Big and Tall, Big and Tall Shirts, Big and Tall T-Shirts","9.99","$14.99","USD","$9.99","4.4","75","Black, Brown, Burgundy, Charcoal Gray, Dark Gray, Gold, Heather Gray, Hunter Green, Kelly Green, Khaki, Navy, Olive, Orange, Purple, Red, Royal Blue, Sky Blue, Turquoise, White","S: $18.50, M: $20.99, L: $19.99, LT: $15.99, XL: $18.99, XLT: $19.50, 2XL: $19.99, 2XLT: $18.50, 3XL: $10.99, 3XLT: $20.99, 4XL: $14.99, 4XLT: $14.99, 5XL: $14.99","Black: $14.99, Brown: $14.99, Burgundy: $14.99, Charcoal Gray: $14.99, Dark Gray: $13.99, Gold: $14.99, Heather Gray: $14.99, Hunter Green: $14.99, Kelly Green: $14.99","https://www.walmart.com/ip/Ma-Croix-Mens-Super-Max-Heavyweight-T-Shirts-Crew-Neck-Solid-Plain-Cotton-Tee-S-5XL-Big-and-Tall/270309838?athbdg=L1700"
"Rokka&Rolla Men's Heavyweight Hooded Puffer Jacket Bubble Coat","127577239","843073120226","https://i5.walmartimages.com/asr/1f1c6451-0996-4d65-8adb-592cdb5f96f4.a02ca88ec55014b471b5f14c951ca1cf.jpeg","This Rokka&Rolla Men's Heavy Puffer Jacket Bubble Coat is a perfect addition to your winter closet. It has heat thermal insulation to always keep you warm and toast. Water-resistant outer layer keeps you dry in wet conditions. This Male's puffer jacket has a quilted finish to allow durable stitching for long-lasting use. The men's bubble coat is also thickened with high density filler to provide a down-like alternative warmth while remaining soft. With full stretch mobility designed in this Male's heavy puffer, the added features allow it to still remain breathable.","","Rokka & Rolla","RR18FW-HWPJ-01VB02","Clothing, Mens Clothing, Mens Coats and Jackets, Mens Puffer Jackets","48.98","$59.48","USD","$48.98","4.8","93","Flame, Greystone Geo, Night Sky, Very Black","S: $48.98, M: $48.98, L: $46.19, XL: $48.98, XXL: $48.98","Flame: $48.98, Greystone Geo: $46.19, Night Sky: $48.98, : Very Black: $48.98","https://www.walmart.com/ip/Rokka-Rolla-Men-s-Heavyweight-Hooded-Puffer-Jacket-Bubble-Coat/127577239"
"Rokka&Rolla Men's Heavy Winter Coat Thermal Heat Puffer Jacket","432647828","843073142488","https://i5.walmartimages.com/asr/9e3c0643-3839-4731-ad01-a6807a148c7e.21ec1fce4260c83b96f5b7c0259936a7.jpeg","This Rokka&Rolla Men's Heavy Winter Coat is ideally best used for snow-based activities. How does thermal heat insulated technology work? The silver dots inside the lining traps your body heat which helps stabilize your body temperature. The fabric is water-repellent to any wet conditions. The heavy jacket is also reflective along the zipper which provides safety when being outdoors. One of the unique features: an inner media pocket with a media loop to better protect your device for storage.","","Rokka & Rolla","RRFW19-HPBJ-01RB01","Clothing, Mens Clothing, Mens Coats and Jackets, Mens Coats and Jackets","67.49","","USD","$67.49","4.6","72","Black Stone, Blue Cove, Burgunday","S: $64.49, M: $64.49, L: $67.49, XL: $67.49, XXL: $67.49",": Black Stone: $67.49, Blue Cove: $67.49, Burgunday: $64.49","https://www.walmart.com/ip/Rokka-Rolla-Men-s-Heavy-Winter-Coat-Thermal-Heat-Puffer-Jacket/432647828?athbdg=L1400"
"Mens Georgia College Football UGA Long Sleeve T-shirt Graphic Tee-Black-small","1817595838","697507582674","https://i5.walmartimages.com/asr/1abd3daa-e3a0-41fa-a3fe-8ac403766f47.e0a9d0d13799f7ed776eccec78fb82e8.jpeg","Show off how much you love your favorite college football team in this graphic tee! This super comfy tee is made of 6 oz., 100% preshrunk cotton. Ash grey, sport grey, and all other heather colors are a cotton/polyester blend. Double-needle stitched sleeve, hem, and 7/8? collar. Features a classic fit with taped neck and shoulders and a tear away label for maximum comfort and a perfect fit. We carry and ever-growing selection of apparel to suit the needs of the whole family. All of our tshirts are printed in-house by our professional production team. This guarantees that you are getting unique, one-of-a-kind design. Our graphic t-shirts are printed in the USA with state of the art equipment to ensure vibrant colors and lasting durability. We custom design apparel for all occasions: birthdays, holidays, Christmas, anniversaries, and more. Our apparel, hats, and tumblers make a great gift for your mom, dad, grandma, wife, husband, daughter, son, friends, and co-workers!","tscgavarsityls-blk-small","Trenz Shirt Company","tscgavarsityls-blk-small","Clothing, Mens Clothing, Mens Shirts, Mens T-Shirts","22.39","","USD","$22.39","","0","Black","S: $22.39, M: $25.59, L: $22.39, XL: $25.59, 2XL: $22.39, 3XL: $25.59, 4XL: $22.39, 5XL: $23.19",": Black: $22.39","https://www.walmart.com/ip/Mens-Georgia-College-Football-UGA-Long-Sleeve-T-shirt-Graphic-Tee-Black-small/1817595838"
"No Boundaries Men's and Big Men's 7"" 3 Color Block Swim Trunks, Sizes up to 5XL","404994547","840255712354","https://i5.walmartimages.com/asr/032f78bd-74af-4cd6-a2fc-326742854c3f.f0b3b607f23403a9629846febaa3625e.jpeg","So cool! Your next beach day or poolside session is set with Swim Trunks from No Boundaries featuring a colorblocked style. These men’s swim shorts are designed with an elastic waist and drawstring for an adjustable, all-day fit and is highlighted by quick-drying fabric with UPF protection against the sun. Exclusively at Walmart.","","No Boundaries","","Clothing, Mens Clothing, Young Men's Clothing, Swimsuits","8","$11.98","USD","$8.00","5","1","4XL","",": 4XL: $8.00","https://www.walmart.com/ip/No-Boundaries-Men-s-and-Big-Men-s-7-3-Color-Block-Swim-Trunks-Sizes-up-to-5XL/404994547"
"Cheeto's Men's & Big Men's 90's Chester Hoppin Hoodie Sweatshirt, Men's Cheeto's Hoodies","717172241","195566252717","https://i5.walmartimages.com/asr/659409bb-ace7-415b-9e16-239cc89eaf9b.5a8d2cc413b470be577522d0be8b1c03.jpeg","Dress like a snack with the officially licensed Cheeto's Men's & Big Men's Graphic Hoodie Sweatshirt any time of the day. Wear the official mascot of everyone's favorite cheesy junk food.  These on trend graphics can be easily paired with your favorite jeans, joggers or shorts. This will be a staple piece in your closet and perfect for any occasion. Perfect for those who love the snack Cheetos!","","Cheetos","","Clothing, Mens Clothing, Mens Sweatshirts and Hoodies, Men's Sweatshirts","29.98","","USD","$29.98","5","4","Black","S: $29.98, M: $29.98, L: $29.98, XL: $29.98, 2XL: $29.98",": Black: $29.98","https://www.walmart.com/ip/Cheeto-s-Men-s-Big-Men-s-90-s-Chester-Hoppin-Hoodie-Sweatshirt-Men-s-Cheeto-s-Hoodies/717172241"
"IRON Clothing Men's Yukon Stretch Twill Flat Front Short","569755146","806594750938","https://i5.walmartimages.com/asr/bd47396c-4f3a-4516-b02d-64931cbdf581.ba1dfd054309d64ebb9f5c7bf3868e84.jpeg","PLUGG Clothing Yukon stretch twill pull on flat front. Look cool while feeling great in these super soft and stretch shorts.","P435703","Iron Clothing","P435703","Clothing, Mens Clothing, Mens Shorts, Men's Shorts","14.99","$42.00","USD","$14.99","","0","BERRY, DESERT CAMEL, PINK LEOPARD, ROSE, SAVAGE GARDEN","S: $14.99, M: $14.99, L: $14.99, XL: $14.99","BERRY: $14.99, DESERT CAMEL: $14.99, : PINK LEOPARD: $14.99, ROSE: $14.99, SAVAGE GARDEN: $29.17","https://www.walmart.com/ip/IRON-Clothing-Men-s-Yukon-Stretch-Twill-Flat-Front-Short/569755146"
"Lars Amadeus Men's Cropped Dress Pants Slim Fit Flat Front Solid Color Tapered Trousers","2975929614","715570356630","https://i5.walmartimages.com/asr/2d5825af-586a-4d1f-9cd3-52839e150b5a.18e5a0cfe477af1c4697681225916681.jpeg","These business dress pants are the perfect choice for work, office, meeting, date, vacation, party, outdoors, casual out and daily wear.<br>The men&#39;s dress pants are great for all-day versatility. Stretch design for your comfort, slim fit for a perfect silhouette.<br>The slim-fitting pants shows the perfect tailoring while you are wearing it. Plus, we added a touch of stretch for extra comfort.<br>&bull; Measurement (in inches)<br>International Size----------Waist Girth----------Hip Girth----------Back Length<br>28------------------------------29 7/8------------------37 3/8-------------34 7/8<br>30------------------------------32 1/2------------------39 3/8-------------35 5/8<br>32------------------------------35 1/8------------------41 3/8----------------36<br>34------------------------------35 1/8------------------43 3/4-------------36 5/8<br>36------------------------------41 5/8------------------45 3/4-------------37 3/8<br><br><br><br>","","Lars Amadeus","None","Clothing, Mens Clothing, Mens Pants, Mens Pants","34.99","","USD","$34.99","","0","Black, Gray, Navy Blue, White","28: $34.99, 30: $33.77, 32: $34.99, 34: $34.99, 36: $32.77","Black: $34.99, Gray: $34.99, Navy Blue: $34.99, : White: $34.99","https://www.walmart.com/ip/Lars-Amadeus-Men-s-Cropped-Dress-Pants-Slim-Fit-Flat-Front-Solid-Color-Tapered-Trousers/2975929614"
"Star Wars Men's Grogu All Ears and Mandalorian Graphic Tees, 2-Pack","746131777","195566547110","https://i5.walmartimages.com/asr/ea499fe3-c58c-4441-97f3-52ed32af8d63.09f69b63af8979d29358d2c8f542a401.jpeg","All Grogu, all the time…this is the way! These Star Wars Graphic T-shirts feature your favorite character from the Mandalorian—Grogu! Crafted in comfortable cotton fabric and featuring a classic crewneck and short sleeves, these men’s Star Wars tees are a fun, casual addition to your wardrobe—just pair it with jeans, shorts or joggers and you’re ready to go!","","The Mandalorian","","Clothing, Mens Clothing, Mens Shirts, Mens T-Shirts","19.98","","USD","$19.98","","0","Multicolor","S: $19.98, M: $19.98, L: $19.98, XL: $19.98, 2X: $19.98",": Multicolor: $19.98","https://www.walmart.com/ip/Star-Wars-Men-s-Grogu-All-Ears-and-Mandalorian-Graphic-Tees-2-Pack/746131777"
"Lars Amadeus Men's Tapered Pants Expandable Waist Stretch Pleated Front Trousers","1521269467","715570349052","https://i5.walmartimages.com/asr/c6c92986-040f-4147-ae49-980aa14f2781.72b26d4b472cb02a8226972885a5e944.jpeg","It&#39;s convenient that you can keep your small items or other belongings in side pockets.<br>Lightweight fabric, you can wear these trousers to events in comfort all day.<br>They have a belt loop at the waist and a zip with button closure. <br>International Size----------Waist Girth----------Hip Girth---------Length<br>28------------------------------30 1/8------------------38 3/4-------------37 3/8<br>30------------------------------32 1/8------------------40 3/4-------------38 1/4<br>32------------------------------34 ---------------------42 3/4----------------39<br>34------------------------------36 ---------------------44 1/2-------------39 3/4<br><br>","","Lars Amadeus","None","Clothing, Mens Clothing, Mens Pants, Mens Pants","34.99","$39.49","USD","$34.99","","0","Black, Brown, Gray","28: $34.99, 30: $34.99, 32: $34.99, 34: $34.99","Black: $34.99, Brown: $34.99, : Gray: $34.99","https://www.walmart.com/ip/Lars-Amadeus-Men-s-Tapered-Pants-Expandable-Waist-Stretch-Pleated-Front-Trousers/1521269467?athbdg=L1700"
"Wesc Men's Landscape Hoodie","457534707","","https://i5.walmartimages.com/asr/eb5e45ea-f8a5-49c5-8ee2-a021ffa868bb.7ff3b2905c406cc3a658b88df81cb14f.jpeg","short description is not available","","WeSC","","Clothing, Mens Clothing, Mens Sweatshirts and Hoodies, Mens Sweatshirts and Hoodies","17.98","$23.98","USD","$17.98","","0","Brown","S: $17.98, M: $17.98, L: $17.98, XL: $17.98",": Brown: $17.98","https://www.walmart.com/ip/Wesc-Men-s-Landscape-Hoodie/457534707?athbdg=L1300"
